Sales_Order_No,Customer_ID,FG_Item_ID,Ordered_Qty,Unit_Price,Order_Date,Requested_Delivery_Date,Sales_Status
SO00369,CUST034,FG0010,217,34422,2025-12-05,2025-12-19,Shipped
SO00370,CUST004,FG0017,108,78511,2026-01-14,2026-02-02,Shipped
SO00371,CUST058,FG0051,48,42797,2025-02-04,2025-02-26,Shipped
SO00372,CUST045,FG0073,49,19096,2025-11-03,2025-11-16,Shipped
SO00373,CUST088,FG0022,297,25440,2025-09-19,2025-10-01,Open
SO00374,CUST042,FG0052,69,49999,2025-06-17,2025-07-03,Shipped
SO00375,CUST007,FG0093,233,43326,2026-04-23,2026-05-16,Shipped
SO00376,CUST089,FG0025,127,43244,2026-01-28,2026-02-14,Released
SO00377,CUST096,FG0100,252,50281,2026-05-08,2026-05-20,Open
SO00378,CUST093,FG0070,293,41474,2026-03-08,2026-03-22,Open
SO00379,CUST010,FG0073,229,74341,2025-12-04,2025-12-18,Open
SO00380,CUST055,FG0038,212,22467,2025-11-16,2025-12-06,Open
SO00381,CUST095,FG0075,202,52720,2025-02-13,2025-02-21,Released
SO00382,CUST036,FG0013,222,31779,2025-09-05,2025-09-21,Released
SO00383,CUST081,FG0053,277,23410,2026-03-05,2026-03-29,Shipped
SO00384,CUST061,FG0082,291,22798,2026-05-27,2026-06-19,Open
SO00385,CUST098,FG0058,230,74369,2026-05-04,2026-05-10,Released
SO00386,CUST043,FG0090,124,56587,2025-12-17,2025-12-29,Shipped
SO00387,CUST037,FG0038,80,72606,2026-04-08,2026-04-29,Open
SO00388,CUST039,FG0082,80,54069,2025-09-10,2025-09-21,Open
SO00389,CUST048,FG0001,239,79205,2025-06-18,2025-06-25,Open
SO00390,CUST059,FG0022,244,38917,2026-02-26,2026-03-11,Released
SO00391,CUST022,FG0008,208,63941,2026-03-06,2026-03-25,Shipped
SO00392,CUST083,FG0004,119,35319,2025-12-12,2025-12-20,Open
SO00393,CUST057,FG0035,66,30072,2025-04-20,2025-05-15,Released
SO00394,CUST044,FG0095,192,77585,2026-05-22,2026-06-05,Released
SO00395,CUST083,FG0068,158,64938,2026-04-18,2026-04-23,Shipped
SO00396,CUST100,FG0091,90,35320,2026-04-05,2026-04-10,Shipped
SO00397,CUST001,FG0082,231,12172,2025-06-08,2025-06-30,Open
SO00398,CUST009,FG0021,56,51081,2026-02-08,2026-02-20,Open
SO00399,CUST051,FG0004,286,57695,2026-06-24,2026-07-14,Released
SO00400,CUST056,FG0008,278,50801,2025-07-19,2025-08-02,Open
SO00401,CUST074,FG0006,268,73422,2025-12-06,2025-12-14,Shipped
SO00402,CUST073,FG0074,109,28446,2025-04-28,2025-05-11,Open
SO00403,CUST060,FG0037,236,49355,2025-05-06,2025-05-13,Shipped
SO00404,CUST038,FG0025,230,78204,2026-02-19,2026-03-06,Shipped
SO00405,CUST011,FG0079,126,52051,2026-01-20,2026-02-03,Shipped
SO00406,CUST083,FG0057,32,11433,2025-05-07,2025-05-18,Shipped
SO00407,CUST065,FG0016,16,32243,2025-12-18,2025-12-24,Shipped
SO00408,CUST077,FG0067,69,57201,2025-05-28,2025-06-20,Open
SO00409,CUST032,FG0036,252,43525,2025-12-04,2025-12-12,Shipped
SO00410,CUST010,FG0090,261,10837,2025-07-29,2025-08-13,Shipped
SO00411,CUST075,FG0014,175,55679,2026-05-17,2026-06-08,Open
SO00412,CUST084,FG0098,73,56811,2025-02-06,2025-02-17,Released
SO00413,CUST065,FG0038,225,23909,2025-03-10,2025-03-19,Open
SO00414,CUST002,FG0091,180,38808,2025-02-11,2025-02-21,Shipped
SO00415,CUST009,FG0081,13,23872,2026-04-23,2026-05-05,Open
SO00416,CUST081,FG0060,289,33358,2025-02-10,2025-02-28,Released
SO00417,CUST055,FG0009,181,62220,2025-12-13,2025-12-28,Released
SO00418,CUST014,FG0047,103,56853,2025-04-01,2025-04-18,Shipped
SO00419,CUST100,FG0086,119,72687,2026-04-26,2026-05-13,Shipped
SO00420,CUST042,FG0083,55,20040,2026-01-24,2026-02-04,Shipped
SO00421,CUST095,FG0061,298,54920,2025-09-11,2025-09-27,Open
SO00422,CUST094,FG0048,20,15092,2025-08-16,2025-08-22,Released
SO00423,CUST100,FG0013,13,19544,2026-06-17,2026-07-11,Released
SO00424,CUST030,FG0013,71,63696,2026-06-15,2026-06-22,Released
SO00425,CUST019,FG0050,99,27212,2025-06-19,2025-07-06,Shipped
SO00426,CUST038,FG0096,203,33159,2026-03-09,2026-03-24,Released
SO00427,CUST070,FG0035,98,52413,2026-01-12,2026-02-04,Open
SO00428,CUST085,FG0071,252,55145,2026-06-11,2026-07-03,Shipped
SO00429,CUST019,FG0084,21,65333,2025-08-13,2025-09-06,Shipped
SO00430,CUST088,FG0005,45,35641,2025-08-25,2025-09-10,Released
SO00431,CUST062,FG0042,78,35425,2026-04-25,2026-05-06,Open
SO00432,CUST074,FG0020,256,14337,2025-07-30,2025-08-24,Released
SO00433,CUST059,FG0063,163,38964,2026-01-09,2026-01-24,Open
SO00434,CUST063,FG0075,118,21769,2025-03-24,2025-04-11,Open
SO00435,CUST047,FG0058,40,42489,2025-05-08,2025-05-13,Released
SO00436,CUST080,FG0066,32,11981,2025-08-24,2025-09-07,Shipped
SO00437,CUST081,FG0034,228,14903,2025-11-22,2025-12-04,Shipped
SO00438,CUST099,FG0068,213,26780,2026-03-24,2026-03-30,Released
SO00439,CUST032,FG0002,214,73257,2025-01-03,2025-01-14,Shipped
SO00440,CUST042,FG0064,128,16652,2025-05-15,2025-05-22,Open
SO00441,CUST041,FG0085,54,34889,2025-06-05,2025-06-20,Released
SO00442,CUST043,FG0060,23,67978,2026-05-24,2026-05-29,Released
SO00443,CUST039,FG0013,258,30182,2025-04-27,2025-05-10,Released
SO00444,CUST068,FG0098,75,78924,2026-02-21,2026-03-11,Released
SO00445,CUST069,FG0013,33,50344,2025-03-19,2025-04-08,Shipped
SO00446,CUST088,FG0097,37,31236,2026-03-20,2026-04-02,Released
SO00447,CUST053,FG0026,176,77823,2025-11-15,2025-11-29,Open
SO00448,CUST014,FG0062,29,48301,2025-08-12,2025-08-31,Released
SO00449,CUST065,FG0040,250,68556,2025-08-17,2025-09-01,Released
SO00450,CUST070,FG0045,25,37232,2025-11-05,2025-11-29,Shipped
SO00451,CUST099,FG0028,155,40920,2025-03-24,2025-04-15,Shipped
SO00452,CUST089,FG0024,131,14213,2025-11-22,2025-12-10,Released
SO00453,CUST064,FG0033,255,71116,2026-04-08,2026-04-25,Shipped
SO00454,CUST034,FG0026,145,39756,2026-04-19,2026-05-04,Open
SO00455,CUST089,FG0037,300,32586,2025-10-30,2025-11-05,Shipped
SO00456,CUST086,FG0080,256,37320,2025-08-15,2025-08-31,Open
SO00457,CUST062,FG0037,114,33579,2025-03-09,2025-03-22,Released
SO00458,CUST055,FG0063,92,24771,2025-11-27,2025-12-22,Open
SO00459,CUST049,FG0029,67,77183,2026-06-25,2026-07-06,Open
SO00460,CUST094,FG0030,284,60824,2025-01-09,2025-01-22,Open
SO00461,CUST100,FG0043,293,61411,2025-09-06,2025-09-23,Released
SO00462,CUST061,FG0058,280,79796,2025-09-14,2025-09-24,Shipped
SO00463,CUST052,FG0074,32,67495,2026-06-25,2026-07-13,Open
SO00464,CUST046,FG0045,107,60269,2026-01-04,2026-01-27,Open
SO00465,CUST004,FG0027,20,23130,2025-02-15,2025-03-04,Shipped
SO00466,CUST091,FG0023,237,71257,2025-08-01,2025-08-07,Open
SO00467,CUST015,FG0044,40,15830,2025-01-15,2025-02-06,Released
SO00468,CUST059,FG0081,54,29666,2025-10-16,2025-10-29,Shipped
SO00469,CUST022,FG0060,31,51108,2026-02-01,2026-02-20,Shipped
SO00470,CUST097,FG0059,279,48342,2025-02-14,2025-02-26,Open
SO00471,CUST025,FG0089,243,17611,2025-11-01,2025-11-08,Released
SO00472,CUST031,FG0002,244,68527,2026-06-08,2026-06-23,Open
SO00473,CUST005,FG0035,262,30667,2026-05-09,2026-05-24,Shipped
SO00474,CUST068,FG0096,117,56887,2026-06-20,2026-06-30,Released
SO00475,CUST053,FG0100,194,22594,2025-05-30,2025-06-09,Released
SO00476,CUST082,FG0033,64,47777,2026-02-28,2026-03-09,Released
SO00477,CUST078,FG0083,167,13427,2025-02-09,2025-02-19,Released
SO00478,CUST096,FG0060,186,40816,2026-03-26,2026-04-14,Open
SO00479,CUST072,FG0037,161,64067,2025-02-09,2025-02-17,Shipped
SO00480,CUST026,FG0092,84,21666,2025-10-01,2025-10-26,Released
SO00481,CUST064,FG0047,105,41551,2026-01-19,2026-02-04,Released
SO00482,CUST083,FG0033,48,52466,2025-07-08,2025-07-30,Shipped
SO00483,CUST013,FG0070,277,47888,2025-08-16,2025-08-31,Released
SO00484,CUST044,FG0072,226,23033,2026-04-16,2026-05-03,Shipped
SO00485,CUST001,FG0004,243,49176,2026-05-25,2026-06-19,Shipped
SO00486,CUST062,FG0067,217,30708,2026-06-05,2026-06-23,Open
SO00487,CUST028,FG0073,162,22375,2025-07-31,2025-08-14,Shipped
SO00488,CUST001,FG0033,226,47540,2026-03-01,2026-03-26,Shipped
SO00489,CUST074,FG0044,109,50536,2026-05-27,2026-06-15,Open
SO00490,CUST038,FG0076,121,50940,2025-05-28,2025-06-03,Open
SO00491,CUST095,FG0036,51,15915,2025-08-27,2025-09-20,Released
SO00492,CUST081,FG0033,113,54989,2026-05-02,2026-05-08,Open
SO00493,CUST077,FG0040,214,48984,2026-04-07,2026-04-20,Shipped
SO00494,CUST035,FG0031,170,33815,2025-04-20,2025-05-09,Released
SO00495,CUST049,FG0004,172,67548,2025-05-04,2025-05-27,Shipped
SO00496,CUST039,FG0039,189,55169,2025-01-25,2025-02-07,Shipped
SO00497,CUST013,FG0076,72,35092,2025-10-23,2025-11-16,Released
SO00498,CUST088,FG0049,29,13122,2025-01-06,2025-01-23,Open
SO00499,CUST096,FG0052,162,30985,2025-07-13,2025-08-03,Shipped
SO00500,CUST051,FG0028,47,40214,2025-12-11,2025-12-27,Shipped
SO00501,CUST060,FG0089,120,77498,2026-02-19,2026-02-28,Released
SO00502,CUST062,FG0070,292,60050,2025-02-20,2025-02-26,Released
SO00503,CUST090,FG0010,138,18669,2025-07-05,2025-07-16,Open
SO00504,CUST067,FG0077,57,15301,2025-06-24,2025-07-14,Shipped
SO00505,CUST012,FG0050,151,69247,2026-01-08,2026-01-18,Shipped
SO00506,CUST065,FG0036,257,71808,2026-05-02,2026-05-21,Released
SO00507,CUST068,FG0084,247,62353,2025-10-10,2025-11-02,Open
SO00508,CUST077,FG0066,116,68013,2025-05-16,2025-06-08,Shipped
SO00509,CUST059,FG0076,39,17358,2026-06-11,2026-06-19,Open
SO00510,CUST092,FG0003,295,62767,2025-01-23,2025-02-13,Open
SO00511,CUST088,FG0055,135,32440,2026-02-12,2026-02-19,Released
SO00512,CUST063,FG0014,84,26341,2025-07-31,2025-08-08,Open
SO00513,CUST069,FG0088,102,68660,2025-08-21,2025-09-08,Shipped
SO00514,CUST086,FG0061,40,68392,2025-08-09,2025-08-14,Released
SO00515,CUST084,FG0059,176,52041,2025-02-22,2025-02-27,Shipped
SO00516,CUST044,FG0067,287,52128,2025-02-20,2025-03-16,Open
SO00517,CUST093,FG0038,67,34282,2025-11-03,2025-11-08,Shipped
SO00518,CUST027,FG0080,277,53315,2026-03-16,2026-03-26,Shipped
SO00519,CUST083,FG0015,70,63187,2026-05-28,2026-06-16,Open
SO00520,CUST042,FG0093,118,46742,2026-03-19,2026-03-30,Open
SO00521,CUST083,FG0027,117,26282,2025-11-16,2025-11-26,Shipped
SO00522,CUST022,FG0020,211,79948,2026-03-02,2026-03-24,Shipped
SO00523,CUST061,FG0087,141,68715,2026-06-20,2026-06-26,Released
SO00524,CUST078,FG0017,146,21554,2025-04-13,2025-04-26,Released
SO00525,CUST004,FG0034,131,78207,2026-03-28,2026-04-03,Open
SO00526,CUST095,FG0028,26,60495,2026-05-19,2026-05-27,Shipped
SO00527,CUST075,FG0095,251,68125,2025-05-06,2025-05-19,Released
SO00528,CUST087,FG0085,111,53487,2025-03-06,2025-03-24,Released
SO00529,CUST015,FG0003,158,56332,2026-02-08,2026-02-13,Shipped
SO00530,CUST035,FG0026,256,76823,2025-11-21,2025-11-28,Shipped
SO00531,CUST049,FG0050,83,17577,2026-03-07,2026-03-26,Released
SO00532,CUST082,FG0093,63,38236,2025-05-19,2025-06-08,Released
SO00533,CUST043,FG0016,195,60968,2025-10-17,2025-11-03,Shipped
SO00534,CUST095,FG0009,232,21849,2025-11-09,2025-12-03,Shipped
SO00535,CUST060,FG0058,234,23290,2026-04-10,2026-05-05,Open
SO00536,CUST017,FG0015,14,14518,2026-06-11,2026-06-16,Open
SO00537,CUST005,FG0084,227,38506,2026-04-02,2026-04-20,Released
SO00538,CUST038,FG0037,295,56819,2025-09-02,2025-09-23,Shipped
SO00539,CUST073,FG0096,66,19530,2025-05-06,2025-05-31,Shipped
SO00540,CUST098,FG0005,284,67653,2025-11-09,2025-11-29,Shipped
SO00541,CUST001,FG0053,114,72293,2026-01-27,2026-02-18,Shipped
SO00542,CUST056,FG0012,72,14475,2025-03-13,2025-03-18,Shipped
SO00543,CUST041,FG0099,78,40117,2025-02-16,2025-02-26,Shipped
SO00544,CUST063,FG0047,185,79400,2025-03-08,2025-03-16,Shipped
SO00545,CUST070,FG0039,90,36149,2025-12-23,2025-12-29,Shipped
SO00546,CUST070,FG0084,78,13085,2025-08-30,2025-09-15,Released
SO00547,CUST043,FG0051,195,79638,2025-01-04,2025-01-29,Shipped
SO00548,CUST022,FG0048,93,44200,2025-04-15,2025-05-07,Released
SO00549,CUST095,FG0062,187,72863,2025-02-26,2025-03-05,Released
SO00550,CUST066,FG0078,82,38886,2026-01-06,2026-01-31,Released
SO00551,CUST077,FG0044,167,24634,2026-02-10,2026-03-01,Released
SO00552,CUST090,FG0011,147,21907,2025-09-28,2025-10-04,Shipped
SO00553,CUST018,FG0018,182,52874,2026-06-25,2026-07-16,Released
SO00554,CUST033,FG0029,210,53711,2025-09-29,2025-10-19,Open
SO00555,CUST013,FG0089,117,17044,2025-04-28,2025-05-12,Released
SO00556,CUST009,FG0047,59,12096,2025-10-20,2025-11-01,Released
SO00557,CUST014,FG0021,124,62292,2025-12-02,2025-12-19,Shipped
SO00558,CUST022,FG0076,29,29398,2025-06-18,2025-06-27,Shipped
SO00559,CUST036,FG0025,195,32618,2025-01-06,2025-01-12,Released
SO00560,CUST092,FG0067,19,61453,2026-05-17,2026-06-07,Open
SO00561,CUST016,FG0057,131,31479,2026-06-03,2026-06-26,Shipped
SO00562,CUST070,FG0058,158,55442,2025-06-02,2025-06-24,Released
SO00563,CUST077,FG0029,19,72726,2025-09-16,2025-10-07,Released
SO00564,CUST005,FG0023,42,33913,2025-04-04,2025-04-21,Shipped
SO00565,CUST011,FG0070,152,31810,2025-10-14,2025-10-19,Open
SO00566,CUST039,FG0004,246,44419,2025-04-15,2025-05-01,Shipped
SO00567,CUST024,FG0015,21,34880,2025-07-12,2025-07-24,Open
SO00568,CUST080,FG0063,15,47814,2025-12-27,2026-01-19,Open
SO00569,CUST047,FG0012,24,64026,2025-11-14,2025-11-27,Shipped
SO00570,CUST088,FG0029,103,60917,2025-12-23,2026-01-04,Released
SO00571,CUST052,FG0036,48,64401,2025-02-20,2025-03-05,Shipped
SO00572,CUST019,FG0083,31,25984,2025-12-31,2026-01-10,Open
SO00573,CUST009,FG0053,260,41724,2026-01-30,2026-02-15,Shipped
SO00574,CUST039,FG0001,229,22081,2025-02-15,2025-03-11,Open
SO00575,CUST073,FG0074,264,42837,2026-03-18,2026-03-30,Released
SO00576,CUST070,FG0003,290,63586,2026-02-01,2026-02-07,Open
SO00577,CUST002,FG0058,114,15681,2026-01-20,2026-01-31,Released
SO00578,CUST032,FG0007,82,66146,2025-04-04,2025-04-18,Shipped
SO00579,CUST023,FG0027,236,76798,2026-06-07,2026-06-21,Open
SO00580,CUST076,FG0055,163,18003,2025-01-20,2025-01-27,Shipped
SO00581,CUST088,FG0010,253,14512,2025-08-24,2025-09-02,Shipped
SO00582,CUST024,FG0062,172,59663,2026-05-02,2026-05-14,Open
SO00583,CUST006,FG0082,159,13804,2025-12-12,2025-12-21,Open
SO00584,CUST085,FG0073,271,77195,2025-09-09,2025-10-03,Open
SO00585,CUST042,FG0017,44,16268,2026-04-19,2026-05-07,Released
SO00586,CUST044,FG0042,192,64511,2025-08-13,2025-08-30,Released
SO00587,CUST049,FG0046,148,15136,2026-05-27,2026-06-05,Shipped
SO00588,CUST090,FG0018,55,21384,2025-04-27,2025-05-16,Shipped
SO00589,CUST053,FG0049,71,74173,2025-03-22,2025-04-15,Open
SO00590,CUST049,FG0059,173,19413,2025-06-19,2025-07-04,Shipped
SO00591,CUST036,FG0047,286,11803,2025-04-02,2025-04-27,Open
SO00592,CUST063,FG0071,209,65413,2025-04-04,2025-04-09,Open
SO00593,CUST079,FG0041,203,49439,2026-04-11,2026-04-18,Shipped
SO00594,CUST044,FG0069,196,63442,2026-05-09,2026-05-26,Open
SO00595,CUST003,FG0036,129,21303,2025-10-21,2025-11-04,Released
SO00596,CUST002,FG0083,125,53915,2025-01-18,2025-01-23,Shipped
SO00597,CUST048,FG0002,267,63700,2026-02-17,2026-03-02,Released
SO00598,CUST087,FG0080,34,47164,2026-03-12,2026-03-23,Shipped
SO00599,CUST062,FG0063,84,69270,2025-01-18,2025-02-08,Open
SO00600,CUST021,FG0006,137,77192,2025-11-03,2025-11-22,Released
SO00601,CUST044,FG0051,290,71240,2025-02-16,2025-03-04,Open
SO00602,CUST073,FG0014,138,62568,2025-04-27,2025-05-04,Released
SO00603,CUST073,FG0067,13,33673,2026-04-01,2026-04-16,Released
SO00604,CUST070,FG0069,284,14109,2026-01-11,2026-02-02,Shipped
SO00605,CUST024,FG0099,61,66121,2025-04-13,2025-04-29,Released
SO00606,CUST029,FG0054,187,26540,2026-06-03,2026-06-17,Shipped
SO00607,CUST052,FG0071,292,64923,2025-04-07,2025-04-19,Open
SO00608,CUST095,FG0050,73,44914,2026-01-22,2026-02-04,Open
SO00609,CUST097,FG0088,164,59872,2025-09-07,2025-09-16,Shipped
SO00610,CUST080,FG0042,128,42794,2025-09-29,2025-10-13,Released
SO00611,CUST016,FG0071,229,71440,2026-05-31,2026-06-16,Released
SO00612,CUST091,FG0026,126,78302,2025-01-21,2025-01-28,Released
SO00613,CUST022,FG0056,35,71454,2025-08-25,2025-09-19,Released
SO00614,CUST093,FG0009,97,21436,2025-04-11,2025-04-27,Released
SO00615,CUST064,FG0006,260,78082,2025-07-14,2025-07-20,Shipped
SO00616,CUST016,FG0032,149,23653,2026-01-25,2026-02-03,Open
SO00617,CUST055,FG0008,116,63102,2025-01-04,2025-01-21,Open
SO00618,CUST081,FG0020,173,73203,2025-04-24,2025-05-04,Released
SO00619,CUST056,FG0063,57,15980,2026-05-06,2026-05-25,Released
SO00620,CUST092,FG0004,233,55044,2026-02-02,2026-02-09,Open
SO00621,CUST077,FG0062,160,30624,2026-04-07,2026-04-30,Released
SO00622,CUST084,FG0035,104,69052,2026-06-14,2026-07-05,Shipped
SO00623,CUST025,FG0099,66,14328,2026-05-05,2026-05-16,Released
SO00624,CUST021,FG0077,19,53490,2025-02-18,2025-03-12,Released
SO00625,CUST068,FG0006,39,50932,2025-09-18,2025-09-23,Shipped
SO00626,CUST001,FG0019,146,34057,2026-01-09,2026-01-26,Shipped
SO00627,CUST048,FG0036,215,22964,2025-03-28,2025-04-04,Shipped
SO00628,CUST083,FG0010,187,36132,2026-02-11,2026-02-21,Shipped
SO00629,CUST084,FG0024,168,46519,2025-02-13,2025-03-01,Released
SO00630,CUST014,FG0091,153,19049,2026-03-24,2026-04-17,Released
SO00631,CUST035,FG0069,188,62327,2026-06-25,2026-07-08,Open
SO00632,CUST057,FG0031,262,67247,2026-01-02,2026-01-20,Shipped
SO00633,CUST011,FG0049,226,10609,2025-04-09,2025-05-02,Shipped
SO00634,CUST047,FG0017,228,72942,2026-05-01,2026-05-18,Shipped
SO00635,CUST043,FG0022,231,64595,2025-04-28,2025-05-16,Open
SO00636,CUST015,FG0003,187,68025,2025-01-19,2025-01-28,Open
SO00637,CUST037,FG0058,188,53512,2025-03-20,2025-03-28,Shipped
SO00638,CUST081,FG0076,33,23671,2025-10-03,2025-10-24,Shipped
SO00639,CUST086,FG0025,243,41728,2025-03-03,2025-03-26,Released
SO00640,CUST041,FG0094,75,60129,2025-10-11,2025-10-26,Shipped
SO00641,CUST041,FG0067,173,54773,2025-03-01,2025-03-26,Shipped
SO00642,CUST041,FG0034,158,74057,2025-12-31,2026-01-09,Open
SO00643,CUST063,FG0041,194,73698,2026-06-09,2026-06-22,Open
SO00644,CUST023,FG0006,205,65424,2025-05-21,2025-05-29,Released
SO00645,CUST092,FG0009,220,28014,2025-10-02,2025-10-22,Open
SO00646,CUST035,FG0016,173,66367,2025-01-24,2025-02-06,Released
SO00647,CUST075,FG0020,91,15472,2026-01-25,2026-02-09,Released
SO00648,CUST093,FG0061,181,75687,2025-04-24,2025-05-04,Shipped
SO00649,CUST007,FG0070,13,39414,2026-06-15,2026-07-07,Released
SO00650,CUST091,FG0076,110,17582,2025-02-17,2025-03-05,Open
SO00651,CUST049,FG0068,292,40400,2025-11-16,2025-12-03,Shipped
SO00652,CUST033,FG0031,245,40754,2026-06-21,2026-06-28,Released
SO00653,CUST007,FG0031,140,22664,2026-05-18,2026-05-27,Released
SO00654,CUST009,FG0057,115,75820,2025-06-19,2025-06-27,Released
SO00655,CUST072,FG0061,207,79817,2025-08-08,2025-08-26,Shipped
SO00656,CUST087,FG0079,102,47822,2026-04-13,2026-04-22,Shipped
SO00657,CUST043,FG0013,227,34534,2026-03-22,2026-04-15,Shipped
SO00658,CUST023,FG0022,128,29721,2025-09-26,2025-10-06,Open
SO00659,CUST049,FG0047,108,22669,2025-02-09,2025-02-23,Shipped
SO00660,CUST051,FG0071,147,25716,2025-10-29,2025-11-23,Shipped
SO00661,CUST060,FG0073,88,63965,2026-01-26,2026-02-14,Shipped
SO00662,CUST093,FG0098,39,67053,2025-06-30,2025-07-23,Shipped
SO00663,CUST069,FG0054,146,73306,2025-01-28,2025-02-14,Released
SO00664,CUST031,FG0032,298,11022,2025-01-08,2025-01-16,Shipped
SO00665,CUST031,FG0010,36,45488,2025-11-06,2025-11-13,Released
SO00666,CUST074,FG0033,35,64601,2025-04-03,2025-04-09,Shipped
SO00667,CUST033,FG0014,79,70710,2025-01-20,2025-02-04,Open
SO00668,CUST004,FG0078,260,22886,2026-04-05,2026-04-10,Shipped
SO00669,CUST096,FG0042,163,14928,2025-03-20,2025-03-29,Shipped
SO00670,CUST037,FG0012,115,72074,2025-12-01,2025-12-23,Shipped
SO00671,CUST086,FG0044,63,75923,2025-04-12,2025-04-30,Shipped
SO00672,CUST046,FG0044,129,42690,2025-12-10,2025-12-19,Open
SO00673,CUST048,FG0020,16,29547,2025-11-26,2025-12-17,Open
SO00674,CUST023,FG0057,35,64081,2025-02-08,2025-03-02,Released
SO00675,CUST015,FG0086,187,13005,2025-03-13,2025-04-06,Shipped
SO00676,CUST093,FG0067,246,45559,2025-05-27,2025-06-09,Open
SO00677,CUST064,FG0033,202,42014,2026-01-08,2026-01-24,Released
SO00678,CUST011,FG0011,233,27742,2025-10-21,2025-10-28,Shipped
SO00679,CUST015,FG0062,175,37048,2025-10-24,2025-11-10,Released
SO00680,CUST075,FG0058,80,20030,2025-10-19,2025-11-08,Open
SO00681,CUST062,FG0002,169,25295,2026-01-23,2026-02-05,Shipped
SO00682,CUST079,FG0092,34,49639,2026-06-14,2026-07-05,Released
SO00683,CUST038,FG0046,255,56481,2025-08-20,2025-08-28,Released
SO00684,CUST027,FG0030,127,12151,2026-03-17,2026-03-27,Open
SO00685,CUST097,FG0052,150,24302,2026-01-13,2026-01-28,Shipped
SO00686,CUST023,FG0091,248,18569,2026-03-25,2026-04-11,Open
SO00687,CUST063,FG0026,124,33210,2025-09-12,2025-10-07,Released
SO00688,CUST043,FG0059,67,24116,2025-02-15,2025-03-10,Open
SO00689,CUST015,FG0051,11,51386,2026-02-12,2026-03-01,Shipped
SO00690,CUST006,FG0079,254,56728,2025-02-10,2025-02-17,Open
SO00691,CUST011,FG0060,265,23995,2025-08-16,2025-09-08,Shipped
SO00692,CUST092,FG0020,144,55354,2025-09-26,2025-10-01,Open
SO00693,CUST030,FG0089,253,47817,2026-02-23,2026-03-13,Open
SO00694,CUST005,FG0027,104,77354,2026-05-29,2026-06-12,Open
SO00695,CUST046,FG0029,199,28190,2026-06-01,2026-06-08,Open
SO00696,CUST048,FG0072,186,74666,2025-03-24,2025-04-09,Released
SO00697,CUST062,FG0067,198,16553,2025-03-17,2025-04-05,Released
SO00698,CUST079,FG0076,22,59541,2025-02-01,2025-02-09,Open
SO00699,CUST033,FG0052,188,75074,2026-05-15,2026-05-24,Released
SO00700,CUST091,FG0058,89,76713,2025-06-22,2025-07-01,Shipped
SO00701,CUST064,FG0061,251,35088,2025-11-20,2025-12-09,Released
SO00702,CUST077,FG0063,123,34437,2025-07-31,2025-08-06,Released
SO00703,CUST097,FG0049,11,11108,2025-07-13,2025-07-19,Shipped
SO00704,CUST061,FG0058,180,35692,2026-06-08,2026-06-13,Released
SO00705,CUST011,FG0089,60,40169,2026-01-30,2026-02-07,Released
SO00706,CUST058,FG0097,262,14117,2025-03-08,2025-03-29,Open
SO00707,CUST017,FG0047,205,25077,2026-06-01,2026-06-17,Open
SO00708,CUST036,FG0095,139,59284,2026-06-11,2026-06-21,Open
SO00709,CUST003,FG0059,275,12126,2025-03-04,2025-03-27,Open
SO00710,CUST018,FG0015,25,68540,2025-10-22,2025-11-09,Released
SO00711,CUST080,FG0095,182,52049,2025-07-24,2025-08-13,Released
SO00712,CUST048,FG0017,84,59118,2025-06-03,2025-06-26,Shipped
SO00713,CUST017,FG0054,86,79223,2025-10-09,2025-10-19,Shipped
SO00714,CUST045,FG0098,15,70723,2026-05-27,2026-06-13,Shipped
SO00715,CUST059,FG0098,292,24306,2025-11-10,2025-11-22,Released
SO00716,CUST018,FG0047,152,62328,2026-02-05,2026-02-23,Shipped
SO00717,CUST043,FG0011,220,42088,2025-08-30,2025-09-05,Open
SO00718,CUST098,FG0013,294,37412,2025-09-11,2025-10-04,Released
SO00719,CUST010,FG0099,59,63632,2025-12-01,2025-12-18,Released
SO00720,CUST060,FG0091,274,29793,2025-08-04,2025-08-18,Open
SO00721,CUST017,FG0050,295,61139,2025-09-10,2025-09-28,Open
SO00722,CUST006,FG0067,18,69817,2025-05-09,2025-05-22,Open
SO00723,CUST049,FG0035,138,61544,2026-01-07,2026-01-22,Released
SO00724,CUST004,FG0075,183,15377,2025-08-25,2025-09-05,Open
SO00725,CUST057,FG0004,22,42468,2025-03-23,2025-04-09,Shipped
SO00726,CUST042,FG0018,11,24783,2025-02-25,2025-03-08,Released
SO00727,CUST049,FG0049,71,28452,2025-03-14,2025-03-26,Shipped
SO00728,CUST062,FG0032,29,32872,2025-08-03,2025-08-22,Shipped
SO00729,CUST043,FG0089,215,19756,2025-06-18,2025-06-27,Released
SO00730,CUST074,FG0061,288,23084,2025-06-07,2025-06-23,Open
SO00731,CUST064,FG0043,44,42623,2025-03-14,2025-03-25,Open
SO00732,CUST038,FG0032,234,55645,2025-05-14,2025-06-08,Shipped
SO00733,CUST063,FG0065,170,26439,2025-01-23,2025-01-28,Shipped
SO00734,CUST094,FG0060,198,55324,2025-05-13,2025-05-28,Shipped
SO00735,CUST020,FG0072,221,14495,2025-10-27,2025-11-09,Open
SO00736,CUST023,FG0071,46,22034,2025-04-06,2025-04-29,Shipped
