Prod_Order_No,Component_Item_ID,Required_Qty,Available_Qty,Shortage_Qty
MO00326,RM0112,688,649,39
MO00326,RM0300,1032,978,54
MO00327,RM0219,329,302,27
MO00327,RM0131,376,257,119
MO00327,RM0184,235,39,196
MO00327,RM0224,376,132,244
MO00327,RM0340,329,227,102
MO00327,RM0403,47,8,39
MO00327,RM0232,188,150,38
MO00328,RM0140,921,920,1
MO00328,RM0320,307,94,213
MO00328,RM0457,2149,1118,1031
MO00328,RM0184,2149,889,1260
MO00328,RM0368,614,136,478
MO00328,RM0285,614,86,528
MO00329,RM0446,240,68,172
MO00329,RM0286,1920,407,1513
MO00329,RM0378,1920,1021,899
MO00329,RM0134,240,217,23
MO00329,RM0328,720,247,473
MO00330,RM0417,474,279,195
MO00330,RM0458,1106,816,290
MO00330,RM0165,1106,98,1008
MO00330,RM0242,632,67,565
MO00330,RM0222,316,248,68
MO00330,RM0155,474,131,343
MO00331,RM0250,1116,461,655
MO00331,RM0475,1116,701,415
MO00331,RM0402,1395,783,612
MO00331,RM0199,558,126,432
MO00331,RM0431,558,7,551
MO00331,RM0458,1116,288,828
MO00331,RM0383,1116,436,680
MO00331,RM0219,2232,536,1696
MO00332,RM0154,852,208,644
MO00332,RM0468,852,418,434
MO00332,RM0355,1988,547,1441
MO00332,RM0325,1704,1509,195
MO00333,RM0139,110,43,67
MO00333,RM0123,176,7,169
MO00333,RM0285,44,8,36
MO00333,RM0461,66,51,15
MO00333,RM0426,132,112,20
MO00333,RM0113,66,49,17
MO00333,RM0220,44,2,42
MO00334,RM0231,2000,19,1981
MO00334,RM0340,750,148,602
MO00334,RM0380,1250,1097,153
MO00334,RM0182,1500,183,1317
MO00334,RM0442,1250,21,1229
MO00334,RM0132,1750,1718,32
MO00335,RM0145,1752,1510,242
MO00335,RM0156,1095,167,928
MO00335,RM0446,876,827,49
MO00335,RM0224,657,320,337
MO00335,RM0434,1095,143,952
MO00336,RM0456,316,224,92
MO00336,RM0178,632,0,632
MO00336,RM0387,1580,1285,295
MO00336,RM0473,316,27,289
MO00337,RM0483,2436,235,2201
MO00337,RM0328,1392,1392,0
MO00337,RM0411,2784,1976,808
MO00337,RM0417,2088,193,1895
MO00337,RM0335,2436,15,2421
MO00337,RM0116,348,258,90
MO00337,RM0152,2436,386,2050
MO00338,RM0456,273,53,220
MO00338,RM0178,546,303,243
MO00338,RM0387,1365,510,855
MO00338,RM0473,273,0,273
MO00339,RM0439,1120,694,426
MO00339,RM0423,672,236,436
MO00339,RM0473,1792,487,1305
MO00339,RM0305,1344,1114,230
MO00339,RM0287,1568,1469,99
MO00339,RM0348,672,229,443
MO00340,RM0352,1428,531,897
MO00340,RM0460,1428,767,661
MO00340,RM0178,1904,260,1644
MO00340,RM0173,952,879,73
MO00340,RM0409,1666,1156,510
MO00340,RM0474,1190,118,1072
MO00341,RM0234,240,1,239
MO00341,RM0176,240,49,191
MO00341,RM0342,180,137,43
MO00341,RM0177,60,51,9
MO00341,RM0482,30,14,16
MO00341,RM0161,30,0,30
MO00341,RM0449,180,127,53
MO00341,RM0287,90,25,65
MO00342,RM0446,1572,1360,212
MO00342,RM0451,1179,668,511
MO00342,RM0465,3144,1185,1959
MO00342,RM0195,1179,1179,0
MO00342,RM0360,2358,1812,546
MO00342,RM0224,786,719,67
MO00343,RM0222,644,443,201
MO00343,RM0485,1127,632,495
MO00343,RM0181,805,40,765
MO00343,RM0224,322,251,71
MO00343,RM0420,805,146,659
MO00343,RM0332,644,283,361
MO00344,RM0341,1060,419,641
MO00344,RM0377,1060,466,594
MO00344,RM0436,1060,560,500
MO00344,RM0150,1590,1045,545
MO00344,RM0128,2120,1645,475
MO00344,RM0251,1855,1578,277
MO00344,RM0387,1325,955,370
MO00345,RM0284,1968,1603,365
MO00345,RM0266,738,704,34
MO00345,RM0275,1722,536,1186
MO00345,RM0486,1968,1240,728
MO00345,RM0462,1230,133,1097
MO00345,RM0278,1968,1935,33
MO00346,RM0294,132,71,61
MO00346,RM0159,132,80,52
MO00346,RM0384,396,351,45
MO00346,RM0497,1056,336,720
MO00346,RM0434,528,353,175
MO00346,RM0223,396,325,71
MO00346,RM0289,396,39,357
MO00346,RM0443,264,35,229
MO00347,RM0445,612,505,107
MO00347,RM0234,612,32,580
MO00347,RM0415,153,85,68
MO00347,RM0368,765,161,604
MO00347,RM0241,153,36,117
MO00347,RM0426,765,264,501
MO00347,RM0454,306,125,181
MO00347,RM0346,153,84,69
MO00348,RM0439,1340,332,1008
MO00348,RM0423,804,104,700
MO00348,RM0473,2144,1172,972
MO00348,RM0305,1608,195,1413
MO00348,RM0287,1876,130,1746
MO00348,RM0348,804,371,433
MO00349,RM0367,68,43,25
MO00349,RM0389,476,159,317
MO00349,RM0232,340,21,319
MO00349,RM0400,476,386,90
MO00349,RM0429,136,31,105
MO00349,RM0143,68,60,8
MO00350,RM0378,84,31,53
MO00350,RM0446,196,116,80
MO00350,RM0290,56,48,8
MO00350,RM0427,168,126,42
MO00350,RM0231,56,31,25
MO00351,RM0367,126,11,115
MO00351,RM0389,882,211,671
MO00351,RM0232,630,50,580
MO00351,RM0400,882,256,626
MO00351,RM0429,252,104,148
MO00351,RM0143,126,67,59
MO00352,RM0185,1242,91,1151
MO00352,RM0131,207,193,14
MO00352,RM0167,414,321,93
MO00352,RM0151,207,164,43
MO00353,RM0169,1660,1642,18
MO00353,RM0338,1992,1436,556
MO00353,RM0482,332,65,267
MO00353,RM0318,2324,1307,1017
MO00353,RM0187,2656,860,1796
MO00354,RM0381,455,327,128
MO00354,RM0277,130,74,56
MO00354,RM0112,520,490,30
MO00354,RM0352,130,41,89
MO00354,RM0191,390,356,34
MO00354,RM0255,65,23,42
MO00354,RM0325,260,210,50
MO00355,RM0247,2408,2241,167
MO00355,RM0435,602,278,324
MO00355,RM0336,301,61,240
MO00355,RM0107,1505,771,734
MO00355,RM0458,2107,713,1394
MO00355,RM0460,2107,989,1118
MO00355,RM0487,2107,1183,924
MO00355,RM0292,301,117,184
MO00356,RM0238,3072,2227,845
MO00356,RM0176,1920,863,1057
MO00356,RM0459,1920,1579,341
MO00356,RM0104,1920,1740,180
MO00356,RM0445,2688,1869,819
MO00356,RM0212,1536,1036,500
MO00357,RM0169,1165,1093,72
MO00357,RM0338,1398,1236,162
MO00357,RM0482,233,4,229
MO00357,RM0318,1631,994,637
MO00357,RM0187,1864,1696,168
MO00358,RM0112,240,27,213
MO00358,RM0246,240,213,27
MO00358,RM0160,480,469,11
MO00358,RM0207,960,932,28
MO00358,RM0312,1440,828,612
MO00359,RM0405,459,256,203
MO00359,RM0214,1071,161,910
MO00359,RM0331,918,367,551
MO00359,RM0462,306,241,65
MO00360,RM0211,21,19,2
MO00360,RM0305,63,11,52
MO00360,RM0217,105,29,76
MO00360,RM0192,42,2,40
MO00360,RM0164,168,26,142
MO00360,RM0243,21,4,17
MO00360,RM0357,84,61,23
MO00361,RM0238,1072,750,322
MO00361,RM0176,670,306,364
MO00361,RM0459,670,576,94
MO00361,RM0104,670,633,37
MO00361,RM0445,938,360,578
MO00361,RM0212,536,89,447
MO00362,RM0389,474,250,224
MO00362,RM0142,1264,56,1208
MO00362,RM0497,474,335,139
MO00362,RM0376,158,138,20
MO00362,RM0235,474,48,426
MO00362,RM0119,948,492,456
MO00362,RM0251,316,273,43
MO00362,RM0474,474,204,270
MO00363,RM0282,906,229,677
MO00363,RM0208,1812,1659,153
MO00363,RM0414,906,431,475
MO00363,RM0477,1812,1590,222
MO00363,RM0436,1510,1018,492
MO00363,RM0446,906,292,614
MO00363,RM0289,1208,245,963
MO00364,RM0199,348,126,222
MO00364,RM0300,696,490,206
MO00364,RM0235,116,94,22
MO00364,RM0221,580,33,547
MO00364,RM0334,464,126,338
MO00365,RM0466,3032,631,2401
MO00365,RM0482,2274,2130,144
MO00365,RM0342,2274,569,1705
MO00365,RM0172,2653,752,1901
MO00365,RM0130,758,631,127
MO00366,RM0112,66,33,33
MO00366,RM0246,66,16,50
MO00366,RM0160,132,98,34
MO00366,RM0207,264,65,199
MO00366,RM0312,396,186,210
MO00367,RM0193,1080,687,393
MO00367,RM0218,540,374,166
MO00367,RM0339,2160,798,1362
MO00367,RM0456,2160,1027,1133
MO00367,RM0316,1350,472,878
MO00367,RM0386,540,169,371
MO00368,RM0490,905,570,335
MO00368,RM0180,905,638,267
MO00368,RM0119,724,80,644
MO00368,RM0136,1448,1323,125
MO00368,RM0416,1086,1015,71
MO00368,RM0134,543,211,332
MO00368,RM0432,543,455,88
MO00368,RM0303,1086,1011,75
MO00369,RM0374,200,199,1
MO00369,RM0444,150,51,99
MO00369,RM0117,100,37,63
MO00369,RM0458,100,34,66
MO00369,RM0210,100,65,35
MO00369,RM0153,250,25,225
MO00370,RM0393,381,202,179
MO00370,RM0492,1143,402,741
MO00370,RM0153,3048,1598,1450
MO00370,RM0121,381,255,126
MO00370,RM0407,2667,2639,28
MO00370,RM0359,1524,135,1389
MO00370,RM0198,3048,2259,789
MO00371,RM0192,272,172,100
MO00371,RM0346,34,3,31
MO00371,RM0126,238,99,139
MO00371,RM0484,34,31,3
MO00371,RM0286,34,21,13
MO00371,RM0416,272,112,160
MO00371,RM0371,238,3,235
MO00371,RM0344,68,40,28
MO00372,RM0103,1305,164,1141
MO00372,RM0393,261,79,182
MO00372,RM0237,2088,817,1271
MO00372,RM0203,1305,723,582
MO00372,RM0102,261,128,133
MO00372,RM0177,1044,829,215
MO00373,RM0306,2118,581,1537
MO00373,RM0318,353,313,40
MO00373,RM0457,706,424,282
MO00373,RM0228,2118,770,1348
MO00373,RM0179,706,371,335
MO00373,RM0203,353,20,333
MO00373,RM0208,2471,1761,710
MO00374,RM0211,320,87,233
MO00374,RM0305,960,577,383
MO00374,RM0217,1600,1030,570
MO00374,RM0192,640,120,520
MO00374,RM0164,2560,1491,1069
MO00374,RM0243,320,109,211
MO00374,RM0357,1280,594,686
MO00375,RM0139,1010,439,571
MO00375,RM0123,1616,660,956
MO00375,RM0285,404,374,30
MO00375,RM0461,606,327,279
MO00375,RM0426,1212,571,641
MO00375,RM0113,606,338,268
MO00375,RM0220,404,44,360
MO00376,RM0103,1035,21,1014
MO00376,RM0393,207,126,81
MO00376,RM0237,1656,1434,222
MO00376,RM0203,1035,143,892
MO00376,RM0102,207,143,64
MO00376,RM0177,828,256,572
MO00377,RM0446,590,38,552
MO00377,RM0164,708,245,463
MO00377,RM0184,472,196,276
MO00377,RM0112,472,290,182
MO00377,RM0300,708,682,26
MO00378,RM0387,1182,252,930
MO00378,RM0191,591,563,28
MO00378,RM0481,1379,608,771
MO00378,RM0239,394,24,370
MO00378,RM0372,591,105,486
MO00378,RM0256,788,361,427
MO00378,RM0154,1182,944,238
MO00378,RM0278,197,181,16
MO00379,RM0184,296,77,219
MO00379,RM0384,592,296,296
MO00379,RM0112,444,250,194
MO00379,RM0167,148,105,43
MO00379,RM0256,1036,865,171
MO00380,RM0237,1944,1288,656
MO00380,RM0317,972,9,963
MO00380,RM0304,972,867,105
MO00380,RM0161,648,373,275
MO00380,RM0118,1620,1316,304
MO00380,RM0160,1296,380,916
MO00380,RM0427,1620,724,896
MO00381,RM0490,1600,46,1554
MO00381,RM0180,1600,1235,365
MO00381,RM0119,1280,605,675
MO00381,RM0136,2560,193,2367
MO00381,RM0416,1920,1146,774
MO00381,RM0134,960,626,334
MO00381,RM0432,960,749,211
MO00381,RM0303,1920,813,1107
MO00382,RM0405,585,541,44
MO00382,RM0214,1365,516,849
MO00382,RM0331,1170,422,748
MO00382,RM0462,390,58,332
MO00383,RM0282,876,65,811
MO00383,RM0208,1752,331,1421
MO00383,RM0414,876,149,727
MO00383,RM0477,1752,1284,468
MO00383,RM0436,1460,24,1436
MO00383,RM0446,876,320,556
MO00383,RM0289,1168,1090,78
MO00384,RM0113,480,23,457
MO00384,RM0466,960,22,938
MO00384,RM0500,1680,876,804
MO00384,RM0450,960,297,663
MO00384,RM0424,1200,118,1082
MO00385,RM0330,492,438,54
MO00385,RM0485,738,147,591
MO00385,RM0101,738,487,251
MO00385,RM0258,738,611,127
MO00385,RM0465,984,751,233
MO00386,RM0282,261,149,112
MO00386,RM0208,522,77,445
MO00386,RM0414,261,63,198
MO00386,RM0477,522,13,509
MO00386,RM0436,435,227,208
MO00386,RM0446,261,85,176
MO00386,RM0289,348,283,65
MO00387,RM0250,1580,406,1174
MO00387,RM0475,1580,1110,470
MO00387,RM0402,1975,822,1153
MO00387,RM0199,790,338,452
MO00387,RM0431,790,615,175
MO00387,RM0458,1580,701,879
MO00387,RM0383,1580,352,1228
MO00387,RM0219,3160,3142,18
MO00388,RM0145,864,438,426
MO00388,RM0156,540,484,56
MO00388,RM0446,432,315,117
MO00388,RM0224,324,181,143
MO00388,RM0434,540,337,203
MO00389,RM0231,448,251,197
MO00389,RM0340,168,15,153
MO00389,RM0380,280,149,131
MO00389,RM0182,336,302,34
MO00389,RM0442,280,207,73
MO00389,RM0132,392,368,24
MO00390,RM0234,2728,464,2264
MO00390,RM0176,2728,1853,875
MO00390,RM0342,2046,1023,1023
MO00390,RM0177,682,300,382
MO00390,RM0482,341,180,161
MO00390,RM0161,341,253,88
MO00390,RM0449,2046,1327,719
MO00390,RM0287,1023,3,1020
MO00391,RM0231,1632,476,1156
MO00391,RM0340,612,514,98
MO00391,RM0380,1020,430,590
MO00391,RM0182,1224,281,943
MO00391,RM0442,1020,723,297
MO00391,RM0132,1428,749,679
MO00392,RM0389,789,354,435
MO00392,RM0142,2104,1208,896
MO00392,RM0497,789,20,769
MO00392,RM0376,263,201,62
MO00392,RM0235,789,349,440
MO00392,RM0119,1578,1366,212
MO00392,RM0251,526,313,213
MO00392,RM0474,789,769,20
MO00393,RM0372,870,481,389
MO00393,RM0127,696,247,449
MO00393,RM0346,1044,195,849
MO00393,RM0444,1392,217,1175
MO00394,RM0384,1344,248,1096
MO00394,RM0156,672,418,254
MO00394,RM0102,896,699,197
MO00394,RM0307,1120,520,600
MO00394,RM0101,896,130,766
MO00394,RM0278,1344,480,864
MO00394,RM0468,672,289,383
MO00395,RM0389,930,929,1
MO00395,RM0142,2480,823,1657
MO00395,RM0497,930,929,1
MO00395,RM0376,310,213,97
MO00395,RM0235,930,11,919
MO00395,RM0119,1860,470,1390
MO00395,RM0251,620,337,283
MO00395,RM0474,930,100,830
MO00396,RM0234,1384,629,755
MO00396,RM0176,1384,603,781
MO00396,RM0342,1038,903,135
MO00396,RM0177,346,60,286
MO00396,RM0482,173,39,134
MO00396,RM0161,173,133,40
MO00396,RM0449,1038,1002,36
MO00396,RM0287,519,169,350
MO00397,RM0239,1122,563,559
MO00397,RM0237,187,43,144
MO00397,RM0303,561,193,368
MO00397,RM0468,374,51,323
MO00397,RM0191,561,522,39
MO00397,RM0463,1496,1493,3
MO00398,RM0433,776,774,2
MO00398,RM0110,776,324,452
MO00398,RM0251,3104,416,2688
MO00398,RM0479,3104,2585,519
MO00398,RM0273,776,277,499
MO00398,RM0235,3104,1389,1715
MO00399,RM0384,618,274,344
MO00399,RM0156,309,273,36
MO00399,RM0102,412,195,217
MO00399,RM0307,515,192,323
MO00399,RM0101,412,192,220
MO00399,RM0278,618,236,382
MO00399,RM0468,309,65,244
MO00400,RM0370,444,130,314
MO00400,RM0491,222,222,0
MO00400,RM0169,222,69,153
MO00400,RM0482,444,207,237
MO00401,RM0279,896,366,530
MO00401,RM0236,672,494,178
MO00401,RM0464,224,1,223
MO00401,RM0233,1120,622,498
MO00402,RM0279,872,421,451
MO00402,RM0236,654,575,79
MO00402,RM0464,218,29,189
MO00402,RM0233,1090,326,764
MO00403,RM0483,273,135,138
MO00403,RM0328,156,144,12
MO00403,RM0411,312,111,201
MO00403,RM0417,234,230,4
MO00403,RM0335,273,132,141
MO00403,RM0116,39,38,1
MO00403,RM0152,273,120,153
MO00404,RM0343,2107,2101,6
MO00404,RM0447,1204,1054,150
MO00404,RM0473,903,508,395
MO00404,RM0141,2408,786,1622
MO00404,RM0484,2408,1283,1125
MO00404,RM0375,2107,1089,1018
MO00404,RM0396,1204,34,1170
MO00404,RM0490,2408,401,2007
MO00405,RM0126,130,110,20
MO00405,RM0302,208,81,127
MO00405,RM0107,52,48,4
MO00405,RM0345,208,203,5
MO00405,RM0445,182,169,13
MO00406,RM0418,1988,1579,409
MO00406,RM0256,568,328,240
MO00406,RM0372,1704,874,830
MO00406,RM0262,1420,231,1189
MO00406,RM0468,2272,716,1556
MO00406,RM0451,852,385,467
MO00406,RM0338,852,282,570
MO00407,RM0284,3112,1119,1993
MO00407,RM0266,1167,1002,165
MO00407,RM0275,2723,164,2559
MO00407,RM0486,3112,1875,1237
MO00407,RM0462,1945,1067,878
MO00407,RM0278,3112,2986,126
MO00408,RM0341,732,400,332
MO00408,RM0377,732,694,38
MO00408,RM0436,732,317,415
MO00408,RM0150,1098,570,528
MO00408,RM0128,1464,991,473
MO00408,RM0251,1281,387,894
MO00408,RM0387,915,392,523
MO00409,RM0459,576,500,76
MO00409,RM0133,432,368,64
MO00409,RM0124,360,321,39
MO00409,RM0482,144,142,2
MO00409,RM0138,432,401,31
MO00409,RM0101,360,348,12
MO00409,RM0382,432,311,121
MO00410,RM0237,996,785,211
MO00410,RM0317,498,134,364
MO00410,RM0304,498,274,224
MO00410,RM0161,332,93,239
MO00410,RM0118,830,403,427
MO00410,RM0160,664,359,305
MO00410,RM0427,830,491,339
MO00411,RM0370,280,168,112
MO00411,RM0266,105,76,29
MO00411,RM0287,35,35,0
MO00411,RM0248,105,64,41
MO00411,RM0365,140,7,133
MO00411,RM0209,280,273,7
MO00412,RM0129,553,400,153
MO00412,RM0190,158,96,62
MO00412,RM0471,553,214,339
MO00412,RM0448,316,69,247
MO00412,RM0103,316,189,127
MO00412,RM0229,237,61,176
MO00412,RM0151,395,167,228
MO00413,RM0384,1480,1103,377
MO00413,RM0443,2368,76,2292
MO00413,RM0356,592,219,373
MO00413,RM0464,296,224,72
MO00413,RM0442,1480,946,534
MO00413,RM0187,1480,411,1069
MO00414,RM0374,896,96,800
MO00414,RM0444,672,514,158
MO00414,RM0117,448,366,82
MO00414,RM0458,448,187,261
MO00414,RM0210,448,427,21
MO00414,RM0153,1120,352,768
MO00415,RM0222,792,487,305
MO00415,RM0485,1386,1157,229
MO00415,RM0181,990,566,424
MO00415,RM0224,396,184,212
MO00415,RM0420,990,717,273
MO00415,RM0332,792,261,531
MO00416,RM0238,1560,1548,12
MO00416,RM0176,975,244,731
MO00416,RM0459,975,804,171
MO00416,RM0104,975,474,501
MO00416,RM0445,1365,1282,83
MO00416,RM0212,780,219,561
MO00417,RM0363,1760,1594,166
MO00417,RM0341,352,290,62
MO00417,RM0205,1056,263,793
MO00417,RM0356,704,367,337
MO00417,RM0238,1056,205,851
MO00417,RM0325,704,531,173
MO00417,RM0445,2112,1256,856
MO00418,RM0370,2640,987,1653
MO00418,RM0266,990,694,296
MO00418,RM0287,330,108,222
MO00418,RM0248,990,76,914
MO00418,RM0365,1320,997,323
MO00418,RM0209,2640,839,1801
MO00419,RM0466,1856,1838,18
MO00419,RM0482,1392,1189,203
MO00419,RM0342,1392,562,830
MO00419,RM0172,1624,370,1254
MO00419,RM0130,464,101,363
MO00420,RM0341,1368,423,945
MO00420,RM0377,1368,961,407
MO00420,RM0436,1368,60,1308
MO00420,RM0150,2052,1356,696
MO00420,RM0128,2736,1420,1316
MO00420,RM0251,2394,78,2316
MO00420,RM0387,1710,848,862
MO00421,RM0446,1032,119,913
MO00421,RM0451,774,423,351
MO00421,RM0465,2064,1262,802
MO00421,RM0195,774,772,2
MO00421,RM0360,1548,878,670
MO00421,RM0224,516,114,402
MO00422,RM0456,284,95,189
MO00422,RM0178,568,400,168
MO00422,RM0387,1420,1237,183
MO00422,RM0473,284,204,80
MO00423,RM0222,508,383,125
MO00423,RM0485,889,833,56
MO00423,RM0181,635,172,463
MO00423,RM0224,254,49,205
MO00423,RM0420,635,270,365
MO00423,RM0332,508,456,52
MO00424,RM0301,918,97,821
MO00424,RM0470,1224,1008,216
MO00424,RM0197,612,471,141
MO00424,RM0313,306,299,7
MO00424,RM0149,2448,2199,249
MO00424,RM0284,1530,1255,275
MO00424,RM0137,1224,504,720
MO00424,RM0437,1836,200,1636
MO00425,RM0128,1445,298,1147
MO00425,RM0227,2312,40,2272
MO00425,RM0205,1445,633,812
MO00425,RM0188,1156,617,539
MO00425,RM0337,867,60,807
MO00425,RM0334,1156,894,262
MO00425,RM0435,1734,617,1117
MO00425,RM0208,1734,922,812
MO00426,RM0193,888,321,567
MO00426,RM0218,444,245,199
MO00426,RM0339,1776,1402,374
MO00426,RM0456,1776,826,950
MO00426,RM0316,1110,221,889
MO00426,RM0386,444,272,172
MO00427,RM0352,414,110,304
MO00427,RM0460,414,35,379
MO00427,RM0178,552,44,508
MO00427,RM0173,276,189,87
MO00427,RM0409,483,220,263
MO00427,RM0474,345,340,5
MO00428,RM0113,502,418,84
MO00428,RM0466,1004,489,515
MO00428,RM0500,1757,741,1016
MO00428,RM0450,1004,603,401
MO00428,RM0424,1255,992,263
MO00429,RM0193,116,73,43
MO00429,RM0218,58,56,2
MO00429,RM0339,232,56,176
MO00429,RM0456,232,45,187
MO00429,RM0316,145,61,84
MO00429,RM0386,58,4,54
MO00430,RM0154,1116,773,343
MO00430,RM0468,1116,249,867
MO00430,RM0355,2604,2085,519
MO00430,RM0325,2232,508,1724
MO00431,RM0374,588,242,346
MO00431,RM0249,392,304,88
MO00431,RM0140,98,16,82
MO00431,RM0251,98,36,62
MO00431,RM0157,490,292,198
MO00431,RM0244,196,44,152
MO00431,RM0150,196,140,56
MO00431,RM0293,392,57,335
MO00432,RM0483,1666,776,890
MO00432,RM0328,952,510,442
MO00432,RM0411,1904,1365,539
MO00432,RM0417,1428,742,686
MO00432,RM0335,1666,200,1466
MO00432,RM0116,238,168,70
MO00432,RM0152,1666,17,1649
MO00433,RM0459,928,142,786
MO00433,RM0133,696,183,513
MO00433,RM0124,580,30,550
MO00433,RM0482,232,131,101
MO00433,RM0138,696,633,63
MO00433,RM0101,580,290,290
MO00433,RM0382,696,629,67
MO00434,RM0103,565,75,490
MO00434,RM0393,113,98,15
MO00434,RM0237,904,367,537
MO00434,RM0203,565,494,71
MO00434,RM0102,113,97,16
MO00434,RM0177,452,244,208
MO00435,RM0417,753,569,184
MO00435,RM0458,1757,362,1395
MO00435,RM0165,1757,1483,274
MO00435,RM0242,1004,908,96
MO00435,RM0222,502,24,478
MO00435,RM0155,753,269,484
MO00436,RM0219,345,36,309
MO00436,RM0351,138,34,104
MO00436,RM0461,69,41,28
MO00436,RM0347,69,17,52
MO00436,RM0399,69,31,38
MO00436,RM0161,483,164,319
MO00436,RM0293,345,116,229
MO00437,RM0153,504,504,0
MO00437,RM0192,441,366,75
MO00437,RM0390,315,239,76
MO00437,RM0413,504,374,130
MO00437,RM0323,504,111,393
MO00437,RM0118,63,57,6
MO00437,RM0304,315,212,103
MO00438,RM0234,176,31,145
MO00438,RM0176,176,126,50
MO00438,RM0342,132,68,64
MO00438,RM0177,44,7,37
MO00438,RM0482,22,13,9
MO00438,RM0161,22,16,6
MO00438,RM0449,132,126,6
MO00438,RM0287,66,19,47
MO00439,RM0446,555,103,452
MO00439,RM0164,666,279,387
MO00439,RM0184,444,165,279
MO00439,RM0112,444,34,410
MO00439,RM0300,666,622,44
MO00440,RM0439,1535,476,1059
MO00440,RM0423,921,388,533
MO00440,RM0473,2456,154,2302
MO00440,RM0305,1842,1663,179
MO00440,RM0287,2149,1857,292
MO00440,RM0348,921,61,860
MO00441,RM0374,942,91,851
MO00441,RM0249,628,561,67
MO00441,RM0140,157,0,157
MO00441,RM0251,157,86,71
MO00441,RM0157,785,590,195
MO00441,RM0244,314,283,31
MO00441,RM0150,314,33,281
MO00441,RM0293,628,128,500
MO00442,RM0417,339,100,239
MO00442,RM0458,791,462,329
MO00442,RM0165,791,162,629
MO00442,RM0242,452,119,333
MO00442,RM0222,226,40,186
MO00442,RM0155,339,315,24
MO00443,RM0239,2160,1564,596
MO00443,RM0237,360,152,208
MO00443,RM0303,1080,712,368
MO00443,RM0468,720,108,612
MO00443,RM0191,1080,180,900
MO00443,RM0463,2880,1090,1790
MO00444,RM0417,1026,870,156
MO00444,RM0458,2394,1575,819
MO00444,RM0165,2394,1515,879
MO00444,RM0242,1368,281,1087
MO00444,RM0222,684,290,394
MO00444,RM0155,1026,925,101
MO00445,RM0231,1064,400,664
MO00445,RM0340,399,269,130
MO00445,RM0380,665,95,570
MO00445,RM0182,798,420,378
MO00445,RM0442,665,66,599
MO00445,RM0132,931,749,182
MO00446,RM0126,400,19,381
MO00446,RM0302,640,482,158
MO00446,RM0107,160,31,129
MO00446,RM0345,640,331,309
MO00446,RM0445,560,312,248
MO00447,RM0466,2048,649,1399
MO00447,RM0482,1536,696,840
MO00447,RM0342,1536,1529,7
MO00447,RM0172,1792,1418,374
MO00447,RM0130,512,331,181
MO00448,RM0396,1074,1006,68
MO00448,RM0267,1253,864,389
MO00448,RM0131,895,131,764
MO00448,RM0296,716,690,26
MO00448,RM0392,895,196,699
MO00449,RM0366,670,130,540
MO00449,RM0290,2010,1174,836
MO00449,RM0490,335,58,277
MO00449,RM0312,2680,1258,1422
MO00449,RM0235,1340,531,809
MO00449,RM0234,335,236,99
MO00449,RM0454,2010,928,1082
MO00449,RM0476,2680,2075,605
MO00450,RM0169,285,149,136
MO00450,RM0338,342,287,55
MO00450,RM0482,57,29,28
MO00450,RM0318,399,358,41
MO00450,RM0187,456,120,336
MO00451,RM0139,405,235,170
MO00451,RM0123,648,46,602
MO00451,RM0285,162,71,91
MO00451,RM0461,243,114,129
MO00451,RM0426,486,368,118
MO00451,RM0113,243,2,241
MO00451,RM0220,162,115,47
MO00452,RM0301,741,711,30
MO00452,RM0470,988,628,360
MO00452,RM0197,494,167,327
MO00452,RM0313,247,130,117
MO00452,RM0149,1976,596,1380
MO00452,RM0284,1235,1083,152
MO00452,RM0137,988,522,466
MO00452,RM0437,1482,315,1167
MO00453,RM0340,714,110,604
MO00453,RM0154,714,476,238
MO00453,RM0443,408,210,198
MO00453,RM0206,714,393,321
MO00453,RM0200,714,355,359
MO00453,RM0175,408,250,158
MO00453,RM0123,714,419,295
MO00454,RM0446,1760,1651,109
MO00454,RM0164,2112,2001,111
MO00454,RM0184,1408,323,1085
MO00454,RM0112,1408,484,924
MO00454,RM0300,2112,2066,46
MO00455,RM0113,620,404,216
MO00455,RM0466,1240,1062,178
MO00455,RM0500,2170,1900,270
MO00455,RM0450,1240,283,957
MO00455,RM0424,1550,29,1521
MO00456,RM0211,354,180,174
MO00456,RM0305,1062,544,518
MO00456,RM0217,1770,1115,655
MO00456,RM0192,708,187,521
MO00456,RM0164,2832,2283,549
MO00456,RM0243,354,214,140
MO00456,RM0357,1416,560,856
MO00457,RM0238,1808,828,980
MO00457,RM0176,1130,753,377
MO00457,RM0459,1130,1089,41
MO00457,RM0104,1130,631,499
MO00457,RM0445,1582,1106,476
MO00457,RM0212,904,8,896
MO00458,RM0179,426,160,266
MO00458,RM0191,852,228,624
MO00458,RM0465,284,204,80
MO00458,RM0119,284,213,71
MO00459,RM0279,744,433,311
MO00459,RM0236,558,162,396
MO00459,RM0464,186,34,152
MO00459,RM0233,930,357,573
MO00460,RM0109,206,166,40
MO00460,RM0329,1648,49,1599
MO00460,RM0276,1030,413,617
MO00460,RM0423,412,260,152
MO00460,RM0134,412,202,210
MO00460,RM0153,824,792,32
MO00460,RM0485,412,163,249
MO00460,RM0315,1236,77,1159
MO00461,RM0483,749,561,188
MO00461,RM0328,428,53,375
MO00461,RM0411,856,448,408
MO00461,RM0417,642,24,618
MO00461,RM0335,749,584,165
MO00461,RM0116,107,21,86
